geneName,geneID,zScore
C18orf25,ENSG00000152242,-0.128431516
ADPRHL1,ENSG00000153531,-0.128017688
MAPK6,ENSG00000069956,-0.127946733
SCLT1,ENSG00000151466,-0.127870274
OR6C3,ENSG00000205329,-0.127781979
ATXN10,ENSG00000130638,-0.127607865
ZW10,ENSG00000086827,-0.127388021
RSBN1L,ENSG00000187257,-0.127291275
RBM11,ENSG00000185272,-0.127140783
MYCL,ENSG00000116990,-0.126884804
KIF2C,ENSG00000142945,-0.126871559
STX1A,ENSG00000106089,-0.126860656
AP2A1,ENSG00000196961,-0.126852879
CCL22,ENSG00000102962,-0.126329003
RPL39L,ENSG00000163923,-0.12632565
KRT81,ENSG00000205426,-0.126181619
NYNRIN,ENSG00000205978,-0.126150532
RALA,ENSG00000006451,-0.125940001
H2AFY2,ENSG00000099284,-0.12591393
MPC1,ENSG00000060762,-0.125910652
MRPL3,ENSG00000114686,-0.125638805
ZC2HC1A,ENSG00000104427,-0.125574885
RTTN,ENSG00000176225,-0.125554788
TNP1,ENSG00000118245,-0.125544421
KNTC1,ENSG00000184445,-0.125389496
HTR2C,ENSG00000147246,-0.125318513
GCHFR,ENSG00000137880,-0.125071437
ANKRD33,ENSG00000167612,-0.125063913
SRPX,ENSG00000101955,-0.124498958
FAM20A,ENSG00000108950,-0.124423481
HOXA5,ENSG00000106004,-0.124421995
CBFA2T2,ENSG00000078699,-0.124212947
CTCFL,ENSG00000124092,-0.124193852
FECH,ENSG00000066926,-0.124156646
AGPAT4,ENSG00000026652,-0.123970725
EVA1C,ENSG00000166979,-0.12357502
COX14,ENSG00000178449,-0.123528707
SPTA1,ENSG00000163554,-0.123497524
DHFR2,ENSG00000178700,-0.123184981
DCAF4L1,ENSG00000182308,-0.123100315
CERKL,ENSG00000188452,-0.122914805
CLIC2,ENSG00000155962,-0.122811759
TAL1,ENSG00000162367,-0.122658092
TRIM42,ENSG00000155890,-0.122492479
ARHGEF16,ENSG00000130762,-0.122400769
PKN2,ENSG00000065243,-0.122276909
ENTHD1,ENSG00000176177,-0.12222971
HTR1E,ENSG00000168830,-0.122168064
CSTL1,ENSG00000125823,-0.122158973
DRP2,ENSG00000102385,-0.122069891
LMOD1,ENSG00000163431,-0.121720027
CACNB3,ENSG00000167535,-0.121682962
CHST4,ENSG00000140835,-0.121644625
NMRK1,ENSG00000106733,-0.121571915
CAND2,ENSG00000144712,-0.121549641
GALNT4,ENSG00000257594,-0.121539722
OR1J1,ENSG00000136834,-0.121497872
ARMCX2,ENSG00000184867,-0.121453916
RHOBTB2,ENSG00000008853,-0.121355792
OR51D1,ENSG00000197428,-0.121217158
OR2T34,ENSG00000183310,-0.121019634
TAF1L,ENSG00000122728,-0.12083821
MTMR14,ENSG00000163719,-0.12077417
EXD3,ENSG00000187609,-0.12074082
TES,ENSG00000135269,-0.120724405
ABCA7,ENSG00000064687,-0.120568664
VN1R4,ENSG00000228567,-0.120566875
AKAP14,ENSG00000186471,-0.12053501
CD70,ENSG00000125726,-0.120340846
AMFR,ENSG00000159461,-0.120210093
DNAH17,ENSG00000187775,-0.120149712
IRS4,ENSG00000133124,-0.120127866
FAM78B,ENSG00000188859,-0.120115415
RIOK3,ENSG00000101782,-0.120111008
DUSP18,ENSG00000167065,-0.12006395
MC5R,ENSG00000176136,-0.119931116
CYP26B1,ENSG00000003137,-0.119885141
PFN1,ENSG00000108518,-0.119703447
GSK3B,ENSG00000082701,-0.119678429
ZNF19,ENSG00000157429,-0.119648698
PRKCA,ENSG00000154229,-0.119603607
HOXB4,ENSG00000182742,-0.119570084
COPZ2,ENSG00000005243,-0.119527631
KAT7,ENSG00000136504,-0.119475274
ILVBL,ENSG00000105135,-0.119320001
SBNO2,ENSG00000064932,-0.119289541
SBNO2,ENSG00000278788,-0.119289541
RTKN2,ENSG00000182010,-0.119268038
APCDD1,ENSG00000154856,-0.119175448
LAMTOR5,ENSG00000134248,-0.119052205
EPHX2,ENSG00000120915,-0.118999486
HK3,ENSG00000160883,-0.118987564
ZNF616,ENSG00000204611,-0.118893678
MX2,ENSG00000183486,-0.11850593
FNIP1,ENSG00000217128,-0.11819894
CD1D,ENSG00000158473,-0.118117109
PARP10,ENSG00000178685,-0.118102831
PPP1R3A,ENSG00000154415,-0.118032567
DOP1A,ENSG00000083097,-0.117893902
COMMD2,ENSG00000114744,-0.117789718
PPP1CA,ENSG00000172531,-0.117748986
NAT8L,ENSG00000185818,-0.117698902
PDE7B,ENSG00000171408,-0.11766464
TAS2R7,ENSG00000274327,-0.11761074
TAS2R7,ENSG00000273326,-0.11761074
TAS2R7,ENSG00000121377,-0.11761074
ZNF197,ENSG00000186448,-0.117602142
ZNF197,ENSG00000281709,-0.117602142
NRG3,ENSG00000185737,-0.117345406
LONP1,ENSG00000196365,-0.117334315
CDC14B,ENSG00000081377,-0.117234207
VN1R1,ENSG00000178201,-0.117196878
ANAPC7,ENSG00000196510,-0.117186617
ELP5,ENSG00000170291,-0.117110749
HIST1H4K,ENSG00000273542,-0.117010655
LIAS,ENSG00000121897,-0.116992946
GYPE,ENSG00000197465,-0.116948764
ATP1B4,ENSG00000101892,-0.116794796
BIN3,ENSG00000147439,-0.116774685
TBATA,ENSG00000166220,-0.116704514
ARID5A,ENSG00000196843,-0.116353371
VSTM4,ENSG00000165633,-0.116209863
SOBP,ENSG00000112320,-0.11613875
NOTCH2NLA,ENSG00000264343,-0.116101042
GPSM1,ENSG00000160360,-0.115947812
MALSU1,ENSG00000156928,-0.115911599
RSAD2,ENSG00000134321,-0.115095223
GUCA1C,ENSG00000138472,-0.115054935
RAB1B,ENSG00000174903,-0.115051755
TBR1,ENSG00000136535,-0.114968915
INMT,ENSG00000241644,-0.11488974
ARL14,ENSG00000179674,-0.114876111
GNA14,ENSG00000156049,-0.114809948
PIM1,ENSG00000137193,-0.114711444
GAN,ENSG00000261609,-0.114624244
LYPD6,ENSG00000187123,-0.114610414
TBCEL,ENSG00000154114,-0.114376239
SLC39A5,ENSG00000139540,-0.114137389
FAM198B,ENSG00000164125,-0.114053899
ITGA3,ENSG00000005884,-0.114048382
TWF1,ENSG00000151239,-0.113837005
TATDN1,ENSG00000147687,-0.113482447
RNPEP,ENSG00000176393,-0.113338141
TMPRSS12,ENSG00000186452,-0.11317449
ZNF217,ENSG00000171940,-0.11316519
RPUSD4,ENSG00000165526,-0.113027376
HSPA12A,ENSG00000165868,-0.112766306
ACAA2,ENSG00000167315,-0.112755304
MCM4,ENSG00000104738,-0.111848997
CLDN18,ENSG00000066405,-0.111691484
PCOLCE,ENSG00000106333,-0.111585906
TMEM121B,ENSG00000183307,-0.111551065
PCDHA9,ENSG00000204961,-0.111542566
BST1,ENSG00000109743,-0.111238898
AMMECR1L,ENSG00000144233,-0.111231967
C16orf89,ENSG00000153446,-0.11111951
ASAP1,ENSG00000153317,-0.111081769
KIF20A,ENSG00000112984,-0.110949865
CTLA4,ENSG00000163599,-0.110811664
TRIOBP,ENSG00000100106,-0.110557752
FRMD7,ENSG00000165694,-0.110078037
BCLAF3,ENSG00000173681,-0.109903027
ZNF17,ENSG00000186272,-0.109779305
FEN1,ENSG00000168496,-0.109624057
PDK2,ENSG00000005882,-0.109528737
SUPT16H,ENSG00000092201,-0.109456084
HDAC5,ENSG00000108840,-0.109322183
ITM2C,ENSG00000135916,-0.109117529
CALCA,ENSG00000110680,-0.109089797
PANK2,ENSG00000125779,-0.109083644
EXO5,ENSG00000164002,-0.108762752
SLC7A11,ENSG00000151012,-0.108642854
SCN9A,ENSG00000169432,-0.108637122
FPR3,ENSG00000187474,-0.108441273
ANO5,ENSG00000171714,-0.108412941
GPR141,ENSG00000187037,-0.108221793
SENP3,ENSG00000161956,-0.108206354
OR8H1,ENSG00000181693,-0.10815441
OR8H1,ENSG00000262611,-0.10815441
SULT1A1,ENSG00000196502,-0.108014188
SHC1,ENSG00000160691,-0.107775299
DLEU7,ENSG00000186047,-0.10775134
SH3D21,ENSG00000214193,-0.107492628
SIX5,ENSG00000177045,-0.10736281
RNF13,ENSG00000082996,-0.107284415
RPH3AL,ENSG00000181031,-0.107216358
RPH3AL,ENSG00000282013,-0.107216358
RPH3AL,ENSG00000262334,-0.107216358
MPP4,ENSG00000082126,-0.107162788
FERMT1,ENSG00000101311,-0.107062746
HSD17B6,ENSG00000025423,-0.107023966
KLRC4,ENSG00000183542,-0.107023246
HOGA1,ENSG00000241935,-0.106932418
TUBB,ENSG00000235067,-0.106891442
TUBB,ENSG00000224156,-0.106891442
TUBB,ENSG00000232421,-0.106891442
TUBB,ENSG00000229684,-0.106891442
TUBB,ENSG00000183311,-0.106891442
TUBB,ENSG00000227739,-0.106891442
TUBB,ENSG00000196230,-0.106891442
TUBB,ENSG00000232575,-0.106891442
RGS17,ENSG00000091844,-0.106841373
C18orf32,ENSG00000177576,-0.106729919
DSCAML1,ENSG00000177103,-0.106568311
CYSLTR2,ENSG00000152207,-0.106539181
ELL3,ENSG00000128886,-0.106525757
CCL21,ENSG00000137077,-0.106429599
C1S,ENSG00000182326,-0.1063664
CHST8,ENSG00000124302,-0.106163045
CCDC9,ENSG00000105321,-0.106050937
CCND3,ENSG00000112576,-0.105972789
ASH1L,ENSG00000116539,-0.105970782
CAP1,ENSG00000131236,-0.10581138
TP73,ENSG00000078900,-0.105738461
KHNYN,ENSG00000100441,-0.105730881
SLC5A12,ENSG00000148942,-0.105640039
CALHM2,ENSG00000138172,-0.105529988
MINDY1,ENSG00000143409,-0.105470793
NEUROG1,ENSG00000181965,-0.105419213
TPM2,ENSG00000198467,-0.10537225
ADD1,ENSG00000087274,-0.105364733
EN2,ENSG00000164778,-0.105280196
OR5AS1,ENSG00000181785,-0.10520636
C1QL1,ENSG00000131094,-0.105085042
TNS1,ENSG00000079308,-0.104745822
FTL,ENSG00000087086,-0.104693488
KLKB1,ENSG00000164344,-0.104635897
SDCBP,ENSG00000137575,-0.104593477
FBXO15,ENSG00000141665,-0.104556731
HPS4,ENSG00000100099,-0.104507156
PDK3,ENSG00000067992,-0.10448221
RTN4RL2,ENSG00000186907,-0.104190089
PEX2,ENSG00000164751,-0.104043457
ZIM2,ENSG00000269699,-0.104033121
NPSR1,ENSG00000187258,-0.103413091
VMAC,ENSG00000187650,-0.103328751
C17orf50,ENSG00000270806,-0.10331875
CCZ1B,ENSG00000146574,-0.103249387
SENP2,ENSG00000163904,-0.103123096
XCL2,ENSG00000143185,-0.10302338
PRSS54,ENSG00000103023,-0.103007199
SLC38A5,ENSG00000017483,-0.103001324
ERCC8,ENSG00000049167,-0.102987852
SPERT,ENSG00000174015,-0.102722154
CNFN,ENSG00000105427,-0.102627295
CCDC42,ENSG00000161973,-0.102614814
ODF3L1,ENSG00000182950,-0.102380679
CSNK1E,ENSG00000213923,-0.10210157
HELZ2,ENSG00000130589,-0.102081638
GPSM2,ENSG00000121957,-0.101895251
PYCR3,ENSG00000104524,-0.101875296
PYCR3,ENSG00000276657,-0.101875296
LEFTY1,ENSG00000243709,-0.101725198
INTS6,ENSG00000102786,-0.101607104
GADD45B,ENSG00000099860,-0.10152718
GPBP1,ENSG00000062194,-0.101432181
GYG1,ENSG00000163754,-0.101240456
NTN5,ENSG00000142233,-0.101214662
PKN3,ENSG00000160447,-0.101195545
CPNE9,ENSG00000144550,-0.101138516
LGALS1,ENSG00000100097,-0.101104618
KCTD2,ENSG00000180901,-0.101065237
ZNF92,ENSG00000146757,-0.100832685
ANGPTL8,ENSG00000130173,-0.100390328
PAM,ENSG00000145730,-0.100175185
SMIM7,ENSG00000214046,-0.100036403
RPIA,ENSG00000153574,-0.099856218
GOLGA1,ENSG00000136935,-0.099682286
CACNG8,ENSG00000142408,-0.099466301
BRSK1,ENSG00000160469,-0.099414245
BCL2L15,ENSG00000188761,-0.099377837
OR13D1,ENSG00000179055,-0.099221098
MFAP3,ENSG00000037749,-0.099170251
CHCHD3,ENSG00000106554,-0.098962332
ATG2A,ENSG00000110046,-0.098878895
KLRC1,ENSG00000134545,-0.098871774
CD300C,ENSG00000167850,-0.098780131
KRT78,ENSG00000170423,-0.098581221
CSGALNACT2,ENSG00000169826,-0.098545766
NDUFC2,ENSG00000151366,-0.09850867
NDUFAB1,ENSG00000004779,-0.098004769
COL14A1,ENSG00000187955,-0.097883602
PCDHB7,ENSG00000113212,-0.097506427
CYP7B1,ENSG00000172817,-0.097479525
C10orf95,ENSG00000120055,-0.097403188
KRTCAP3,ENSG00000157992,-0.097356902
DAW1,ENSG00000123977,-0.09720441
TMCO5A,ENSG00000166069,-0.097142367
CLECL1,ENSG00000184293,-0.097079738
CUX2,ENSG00000111249,-0.097038391
REV3L,ENSG00000009413,-0.09690013
TCF3,ENSG00000071564,-0.096862291
PKDCC,ENSG00000162878,-0.096794324
MRPL9,ENSG00000143436,-0.096765876
GMPR2,ENSG00000284752,-0.096735182
GMPR2,ENSG00000100938,-0.096735182
TMEM200C,ENSG00000206432,-0.096720246
DENR,ENSG00000139726,-0.096658129
MAP9,ENSG00000164114,-0.096658045
L3MBTL2,ENSG00000100395,-0.096391645
GSR,ENSG00000104687,-0.096253329
ILDR2,ENSG00000143195,-0.096242942
PCLAF,ENSG00000166803,-0.095999081
DSG2,ENSG00000046604,-0.095840833
SIK3,ENSG00000160584,-0.09568905
LEKR1,ENSG00000197980,-0.09539128
BEND6,ENSG00000151917,-0.095316375
CMC1,ENSG00000187118,-0.095056481
SLC6A1,ENSG00000157103,-0.094998747
ELOC,ENSG00000154582,-0.094788981
HMX1,ENSG00000215612,-0.094688203
NTMT1,ENSG00000148335,-0.094675517
DTX3L,ENSG00000163840,-0.094426273
MRGBP,ENSG00000101189,-0.094333095
FAM161B,ENSG00000156050,-0.094326892
OR56B1,ENSG00000181023,-0.094194517
CDKN2C,ENSG00000123080,-0.094171723
LTBP4,ENSG00000090006,-0.094123837
OR2B6,ENSG00000124657,-0.093990712
RARRES2,ENSG00000106538,-0.093955168
FGFBP3,ENSG00000174721,-0.093834437
PCARE,ENSG00000179270,-0.093654818
ERVFRD-1,ENSG00000244476,-0.093649142
ETFRF1,ENSG00000205707,-0.093529903
IRF2BPL,ENSG00000119669,-0.093378522
HECA,ENSG00000112406,-0.093243954
PTPRM,ENSG00000173482,-0.09303985
HIST1H2AA,ENSG00000164508,-0.09299484
C10orf53,ENSG00000178645,-0.092704441
ALG5,ENSG00000120697,-0.092553932
IFNL3,ENSG00000197110,-0.092464903
PPP1CC,ENSG00000186298,-0.092381104
LYG2,ENSG00000185674,-0.09231318
SCARA5,ENSG00000168079,-0.092177851
TNMD,ENSG00000000005,-0.092167351
ASRGL1,ENSG00000162174,-0.091929558
HSCB,ENSG00000100209,-0.091916196
FBXW4,ENSG00000107829,-0.091789861
ITPRID1,ENSG00000180347,-0.091745289
EIF4B,ENSG00000063046,-0.09174037
C11orf54,ENSG00000182919,-0.091698416
TMPRSS6,ENSG00000187045,-0.091660185
IL17D,ENSG00000172458,-0.091555124
SPATA2L,ENSG00000158792,-0.091538788
ING2,ENSG00000168556,-0.091527186
CDKN2AIPNL,ENSG00000237190,-0.091379217
RAB39A,ENSG00000179331,-0.09127539
NR2C2AP,ENSG00000184162,-0.091125528
PKNOX2,ENSG00000165495,-0.0910233
TBKBP1,ENSG00000198933,-0.090709487
TTI1,ENSG00000101407,-0.090597309
PEX6,ENSG00000124587,-0.090500583
LRRC46,ENSG00000141294,-0.090263536
CAPN10,ENSG00000142330,-0.09025886
MTBP,ENSG00000172167,-0.090197925
ALDH6A1,ENSG00000119711,-0.089973131
TBRG1,ENSG00000154144,-0.089846282
TRIM44,ENSG00000166326,-0.08980697
NUDCD3,ENSG00000015676,-0.089751059
PPP3CB,ENSG00000107758,-0.089406048
MROH5,ENSG00000226807,-0.089335868
MROH5,ENSG00000282181,-0.089335868
BRI3BP,ENSG00000184992,-0.089327581
TTL,ENSG00000114999,-0.089282414
PITX1,ENSG00000069011,-0.089234645
ACSM5,ENSG00000183549,-0.089173498
ANGPTL7,ENSG00000171819,-0.089125048
TOMM34,ENSG00000025772,-0.089084983
SPDYA,ENSG00000163806,-0.088805962
MED9,ENSG00000141026,-0.088660477
KIF25,ENSG00000125337,-0.088652414
SUN5,ENSG00000167098,-0.088510663
SUSD1,ENSG00000106868,-0.088502127
FAM160B2,ENSG00000158863,-0.088465911
ANKRD49,ENSG00000168876,-0.08827151
IQSEC2,ENSG00000124313,-0.088061714
ERF,ENSG00000105722,-0.087521747
ZNF264,ENSG00000083844,-0.087518884
TRIML2,ENSG00000179046,-0.087503971
ZBTB21,ENSG00000173276,-0.087477241
DEFB105B,ENSG00000285015,-0.087428659
DEFB105A,ENSG00000186562,-0.087428659
COL25A1,ENSG00000188517,-0.087357191
GIMAP1,ENSG00000213203,-0.087280708
NOL9,ENSG00000162408,-0.087027438
LIMS1,ENSG00000169756,-0.086524932
TMEM203,ENSG00000187713,-0.086499857
ABCA6,ENSG00000154262,-0.086417379
ATP8B4,ENSG00000104043,-0.086404693
METTL15,ENSG00000169519,-0.086216432
NUDT18,ENSG00000275074,-0.086196583
LLCFC1,ENSG00000165131,-0.086139983
LLCFC1,ENSG00000275821,-0.086139983
DNAJC19,ENSG00000205981,-0.08609705
NME6,ENSG00000172113,-0.086085339
USP47,ENSG00000170242,-0.08606744
SRA1,ENSG00000213523,-0.085896541
STC2,ENSG00000113739,-0.085824202
ZNF248,ENSG00000198105,-0.085684204
BRAF,ENSG00000157764,-0.08559056
ANO1,ENSG00000131620,-0.085589532
SLC6A3,ENSG00000142319,-0.085535756
SLC6A3,ENSG00000276996,-0.085535756
C9,ENSG00000113600,-0.085240897
SERPIND1,ENSG00000099937,-0.085229182
PRPF40B,ENSG00000110844,-0.085068163
CXCL12,ENSG00000107562,-0.085025133
DCTD,ENSG00000129187,-0.084759505
RELL2,ENSG00000164620,-0.084683935
SLC12A5,ENSG00000124140,-0.084678244
BCL2L13,ENSG00000099968,-0.084413757
SLC13A2,ENSG00000007216,-0.084354164
TMEM135,ENSG00000166575,-0.084327743
GATC,ENSG00000257218,-0.084271394
CYP2R1,ENSG00000186104,-0.084058171
CST9L,ENSG00000101435,-0.084037409
CADM1,ENSG00000182985,-0.084027516
XIAP,ENSG00000101966,-0.08395443
WFDC13,ENSG00000168634,-0.083863615
TBC1D29P,ENSG00000266733,-0.083821697
TM4SF19,ENSG00000145107,-0.083477935
VWF,ENSG00000110799,-0.083430184
ZSWIM8,ENSG00000214655,-0.083413846
LGALS12,ENSG00000133317,-0.083346367
PCDHB2,ENSG00000112852,-0.08318017
BOC,ENSG00000144857,-0.083128132
ATP8B2,ENSG00000143515,-0.083058375
RNF208,ENSG00000212864,-0.08299152
NOBOX,ENSG00000285328,-0.082974281
NOBOX,ENSG00000106410,-0.082974281
ATAD5,ENSG00000176208,-0.082906979
GALNT6,ENSG00000139629,-0.082846025
EMC1,ENSG00000127463,-0.082817352
PCNX4,ENSG00000126773,-0.082685544
HK1,ENSG00000156515,-0.082610945
RPAP3,ENSG00000005175,-0.082518537
YPEL5,ENSG00000119801,-0.082492724
MRPS24,ENSG00000062582,-0.082186505
TMEM95,ENSG00000182896,-0.082022963
RAI2,ENSG00000131831,-0.081977391
CA13,ENSG00000185015,-0.081826724
LEPROT,ENSG00000213625,-0.081763735
FANCE,ENSG00000112039,-0.081594575
SYNGR3,ENSG00000127561,-0.081461585
C20orf27,ENSG00000101220,-0.081300259
MVD,ENSG00000167508,-0.081062802
PTPRB,ENSG00000127329,-0.081029642
TRMT61B,ENSG00000171103,-0.080800169
ZMAT5,ENSG00000100319,-0.080461651
XKR5,ENSG00000285327,-0.080432955
XKR5,ENSG00000275591,-0.080432955
ISL1,ENSG00000016082,-0.080422027
REEP2,ENSG00000132563,-0.080359745
ZC4H2,ENSG00000126970,-0.08026276
DEFB106A,ENSG00000186579,-0.080247228
DEFB106A,ENSG00000285617,-0.080247228
YARS2,ENSG00000139131,-0.080062693
SLC16A4,ENSG00000168679,-0.079967308
OR52A5,ENSG00000171944,-0.079947485
TSNARE1,ENSG00000171045,-0.079881805
PLK2,ENSG00000145632,-0.079789791
ARL16,ENSG00000214087,-0.079557533
IQUB,ENSG00000164675,-0.079488951
TBC1D10C,ENSG00000175463,-0.079339955
SIPA1L1,ENSG00000197555,-0.079333255
FMO1,ENSG00000010932,-0.079265578
HIST1H1D,ENSG00000124575,-0.07910521
LY9,ENSG00000122224,-0.079021688
SHQ1,ENSG00000144736,-0.078594735
IRS2,ENSG00000185950,-0.078555288
TRPM6,ENSG00000119121,-0.078547084
SUN1,ENSG00000164828,-0.078424586
UQCC1,ENSG00000101019,-0.078392788
PCDHGA9,ENSG00000261934,-0.078360809
SHARPIN,ENSG00000179526,-0.078296079
LRRC57,ENSG00000180979,-0.077789875
EDNRA,ENSG00000151617,-0.077742971
KCNAB1,ENSG00000169282,-0.077741698
WDR63,ENSG00000162643,-0.077382632
PHF3,ENSG00000118482,-0.077064298
TMEM202,ENSG00000187806,-0.077059466
CCDC150,ENSG00000144395,-0.076953903
TRPV1,ENSG00000196689,-0.076903032
SRY,ENSG00000184895,-0.076572944
TKFC,ENSG00000149476,-0.076542198
UBE3C,ENSG00000009335,-0.076524291
IQCK,ENSG00000174628,-0.076457191
RLIM,ENSG00000131263,-0.076421526
PCDHGC5,ENSG00000240764,-0.076326448
SUPV3L1,ENSG00000156502,-0.076084311
HSH2D,ENSG00000196684,-0.075842392
NBPF14,ENSG00000270629,-0.075823917
OR3A3,ENSG00000159961,-0.075736655
ZNF124,ENSG00000196418,-0.075703663
HBQ1,ENSG00000086506,-0.07548319
GRB7,ENSG00000141738,-0.075396941
FBXO31,ENSG00000103264,-0.075341901
P2RY10,ENSG00000078589,-0.0749208
ISLR,ENSG00000129009,-0.074843768
CABCOCO1,ENSG00000183346,-0.074691415
POMC,ENSG00000115138,-0.074517575
DMWD,ENSG00000185800,-0.074498259
ARMCX5,ENSG00000125962,-0.074394244
TCF19,ENSG00000224472,-0.074296417
TCF19,ENSG00000224379,-0.074296417
TCF19,ENSG00000234674,-0.074296417
TCF19,ENSG00000137310,-0.074296417
TCF19,ENSG00000206455,-0.074296417
TCF19,ENSG00000224941,-0.074296417
TCF19,ENSG00000233890,-0.074296417
SCAPER,ENSG00000140386,-0.074002191
EFNB3,ENSG00000108947,-0.073994281
CSAD,ENSG00000139631,-0.073789708
ASH2L,ENSG00000129691,-0.073732119
TEX47,ENSG00000164645,-0.07362032
CCDC47,ENSG00000108588,-0.073474288
PTPRS,ENSG00000105426,-0.07332629
TMEM217,ENSG00000172738,-0.073075553
PARG,ENSG00000227345,-0.072953292
TMPRSS9,ENSG00000178297,-0.072885781
R3HDML,ENSG00000101074,-0.072813975
EPB41L2,ENSG00000079819,-0.072722526
TPT1,ENSG00000133112,-0.072722395
SFT2D3,ENSG00000173349,-0.07258086
RANGRF,ENSG00000108961,-0.07248059
C5orf15,ENSG00000113583,-0.072303182
ABHD14B,ENSG00000114779,-0.072240388
CSMD3,ENSG00000164796,-0.072077547
FOXO1,ENSG00000150907,-0.072002658
CBY1,ENSG00000100211,-0.07196549
LY75,ENSG00000054219,-0.071906253
NEK2,ENSG00000117650,-0.071755243
KLHL13,ENSG00000003096,-0.07170017
MT1M,ENSG00000205364,-0.071648982
TTC32,ENSG00000183891,-0.071647513
IQCG,ENSG00000114473,-0.071614617
CHRNE,ENSG00000108556,-0.071344101
SSX5,ENSG00000165583,-0.071283359
LCT,ENSG00000115850,-0.071014239
CTAGE15,ENSG00000285172,-0.070899572
CTAGE15,ENSG00000271079,-0.070899572
PNPLA2,ENSG00000177666,-0.070894224
MFNG,ENSG00000100060,-0.07063882
CORO2A,ENSG00000106789,-0.070291483
PEX11B,ENSG00000131779,-0.070274334
AIFM2,ENSG00000042286,-0.070247245
ANO3,ENSG00000134343,-0.070235655
KCTD8,ENSG00000183783,-0.070088042
SMARCAD1,ENSG00000163104,-0.069650284
ADAMTS7,ENSG00000136378,-0.069592048
RSRC2,ENSG00000111011,-0.069582976
RUNDC1,ENSG00000198863,-0.069328681
SLC51B,ENSG00000186198,-0.069288972
IL10RA,ENSG00000110324,-0.069211896
AP1AR,ENSG00000138660,-0.069195597
CCDC138,ENSG00000163006,-0.069027274
ALG10,ENSG00000139133,-0.068958067
SSNA1,ENSG00000176101,-0.0689508
CASC10,ENSG00000204682,-0.068870012
ELP4,ENSG00000109911,-0.068851739
SEC61A2,ENSG00000065665,-0.068811798
RGS7,ENSG00000182901,-0.068608387
HIST1H4C,ENSG00000197061,-0.068353295
DMP1,ENSG00000152592,-0.068275011
TMEM86A,ENSG00000151117,-0.067931294
ID4,ENSG00000172201,-0.067897118
MYO5B,ENSG00000167306,-0.067808852
PEX5L,ENSG00000114757,-0.067771895
DTYMK,ENSG00000168393,-0.067564027
MBD5,ENSG00000204406,-0.067487466
PYDC2,ENSG00000253548,-0.067454704
KIF22,ENSG00000079616,-0.067221733
LRRN4,ENSG00000125872,-0.067207557
VDAC3,ENSG00000078668,-0.067106387
ASCL4,ENSG00000187855,-0.0670962
DENND6A,ENSG00000174839,-0.067023686
KIAA1522,ENSG00000162522,-0.066949232
MYPN,ENSG00000138347,-0.066773165
PCDHA10,ENSG00000250120,-0.06671042
IMMT,ENSG00000132305,-0.066538255
LIN37,ENSG00000267796,-0.066502333
DRAXIN,ENSG00000162490,-0.066393064
SAMD15,ENSG00000100583,-0.06572685
SYNGR1,ENSG00000100321,-0.065716222
PCDHGB6,ENSG00000253305,-0.065568894
IFI27,ENSG00000275214,-0.065500343
IFI27,ENSG00000165949,-0.065500343
RPL26L1,ENSG00000037241,-0.065477812
TSC1,ENSG00000165699,-0.065306968
COL9A2,ENSG00000049089,-0.065215812
TTYH2,ENSG00000141540,-0.065202249
DHX32,ENSG00000089876,-0.065155942
TRAF3,ENSG00000131323,-0.065139281
MEF2A,ENSG00000068305,-0.064892912
HIPK4,ENSG00000160396,-0.064874454
UBE4B,ENSG00000130939,-0.064872885
CHST5,ENSG00000135702,-0.064845762
ZNF775,ENSG00000196456,-0.064695513
F2RL2,ENSG00000164220,-0.064453147
KRTAP1-3,ENSG00000262347,-0.064427208
KRTAP1-3,ENSG00000221880,-0.064427208
ARMCX1,ENSG00000126947,-0.064422982
USP19,ENSG00000172046,-0.064268269
ZYG11B,ENSG00000162378,-0.064256675
C3orf22,ENSG00000180697,-0.064059358
